City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
541,Bonthe,7.5264,-12.505,80.11,78,54,9.42,SL,broken clouds
542,Qandala,11.472,49.8728,89.38,60,11,2.89,SO,few clouds
543,Bud,39.447,-86.1758,87.19,62,0,2.28,US,clear sky
544,Hualmay,-11.0964,-77.6139,67.78,67,60,11.39,PE,broken clouds
545,Svetlaya,46.5389,138.3297,55.98,75,0,5.21,RU,clear sky
546,Itum-Kale,42.7356,45.5758,56.79,93,100,3.58,RU,overcast clouds
547,Jaru,-10.4389,-62.4664,98.38,28,28,0.74,BR,scattered clouds
548,Andenes,69.3143,16.1194,46.47,81,75,6.91,NO,broken clouds
549,Tabuleiro Do Norte,-5.2467,-38.1306,100.47,14,34,12.08,BR,scattered clouds
550,Uray,60.1247,64.7758,38.44,81,78,13.91,RU,broken clouds
551,Port Hardy,50.6996,-127.4199,51.98,87,90,17.27,CA,light rain
552,Molochnoye,59.2917,39.6787,41.5,83,100,7.11,RU,overcast clouds
553,Lincoln,40.8,-96.667,71.98,76,1,5.01,US,clear sky
554,Storm Lake,42.6411,-95.2097,67.35,55,100,8.05,US,overcast clouds
555,Axim,4.8699,-2.2405,76.78,90,95,8.19,GH,light rain
556,Alice Springs,-23.7,133.8833,65.75,94,90,8.05,AU,light intensity shower rain
557,Vao,-22.6667,167.4833,67.37,59,3,11.68,NC,clear sky
558,Ust-Nera,64.5667,143.2,45.91,68,100,4.25,RU,overcast clouds
559,Khowst,33.3833,69.8833,78.69,48,0,1.43,AF,clear sky
560,Misratah,32.3754,15.0925,80.96,56,0,13.67,LY,clear sky
561,Tucuma,-0.1833,-50.05,87.67,59,27,8.9,BR,scattered clouds
562,Pedernales,18.0384,-71.744,89.29,56,79,5.46,DO,broken clouds
563,Yumen,40.2833,97.2,67.8,30,73,12.41,CN,broken clouds
564,Gambela,8.25,34.5833,71.96,98,90,1.81,ET,heavy intensity rain
565,Bathsheba,13.2167,-59.5167,90.21,58,40,16.11,BB,scattered clouds
566,Karachi,24.9056,67.0822,85.82,74,20,9.22,PK,few clouds
567,Novikovo,51.1537,37.8879,50.97,79,100,11.03,RU,moderate rain
568,Shimoda,34.6667,138.95,76.21,89,100,17.49,JP,moderate rain
569,Tabas,33.5959,56.9244,86.32,7,0,3.69,IR,clear sky
570,Los Llanos De Aridane,28.6585,-17.9182,74.12,69,75,9.22,ES,broken clouds
571,Shimonoseki,33.95,130.95,76.98,88,75,16.11,JP,broken clouds
572,Banda Aceh,5.5577,95.3222,78.12,87,40,8.48,ID,scattered clouds
573,Povenets,62.8487,34.8262,45.75,75,81,9.06,RU,broken clouds
574,Pontes E Lacerda,-15.2261,-59.3353,106.83,16,6,0.6,BR,clear sky
575,Kholtoson,50.2981,103.3097,43.74,96,83,1.07,RU,broken clouds
576,Abu Samrah,35.3029,37.1841,75.83,46,2,8.39,SY,clear sky
577,Khasan,42.4308,130.6434,59.74,89,0,4.83,RU,clear sky
578,Lukow,51.929,22.3796,56.14,90,100,6.04,PL,light rain
